filepath,filesize,checksum,dataset
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-22-38(2).JPG,4135986.0,416d4b85b2db17f83b0a7a983a664f42237139b21e9d729c320c2174b322df41,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-22-38(3).JPG,4132183.0,1fa3787410e8aed57aa95f40e72b5742d442b4d8868c8e4e96e39e21222176ee,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-22-38(4).JPG,4135093.0,df346c1fbc7fdc4bfc027d7893c0708a0f23ba8cd3049f5133217a574ae7323c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-22-39(5).JPG,4137363.0,7e1995f25701c4730ea27dc7ce26240ea9cc77d6a820f913e92694860e002d54,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-02(1).JPG,4121106.0,6003a418ce502b46b2ecd2d904f08f36768d2a8141a79f4440ee38671038cd97,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-02(2).JPG,4123587.0,62ed3e4aad72547b7807cea2fe532fa09716c888be710a8dd2b60cbedab7a88d,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-02(3).JPG,4129983.0,abc3625eaff93dcfcfc14f34c7bb90bd0fa1aae04864f02c9b1a05598ccf9e54,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-03(4).JPG,4120316.0,ea08b8e44bac5f7de2821cb244d8c964cead5c3686e8fae1bcaf6aac3e55ee4c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-03(5).JPG,4122736.0,d5265b6d5e5b2bb01f5ef74b318fd60b1954808dbb6b88017a053741d26482ad,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-34(6).JPG,4029604.0,6b5e96d7fc49a73237d93aecca409b76c93d6ce1dbfc30a45eb09aa275516d3f,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-34(7).JPG,4018814.0,dcafec4bf6c204e5ba50da4dfd837db07d3cd75acfd5b70b5777e89203b77098,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-34(8).JPG,4016575.0,9237b94434832431f587aedb5e76207642d30cbd3024cc648bc04e48de6b7b8e,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-35(10).JPG,4019722.0,d98ba3b1edfe18607937feba1b226d7115ec3379055e14832325afcc58914058,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-35(9).JPG,4018329.0,2b57fb2b67d7476c337f717cfc30272580d9eb346c37c25cd10b8b2b9f7a14c3,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-58(11).JPG,4070890.0,e23b6048e2e648653f331093c52edfbe701baa727fcb60dee6db12a523f6c2e8,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-58(12).JPG,4055255.0,3531b733c093987e239fec7ce86cedfc037e8cba21015afcfba70d301ee6fa03,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-59(13).JPG,4056095.0,3d6652437b63846635b32dcb1a2466dcb2a7e1c5c50fa0ca8df6bc2628b9a699,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-23-59(14).JPG,4058332.0,a87bc1d63d125135e493eeeb42b5e7bb41b31ab69177f5bc5dc9823af9b33fa0,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-00(1).JPG,4053589.0,3a4ab7326e06ad9a48f35d290f8b6e9a531bd1c0899f659fdaac92892870e55e,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-24(2).JPG,4091004.0,be753c0e5e5b6c1aecf6b70311483fcb36e25ba3c35c130f6c26ac2470135be4,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-25(3).JPG,4082216.0,4f62ebae718eadf81ad7449a5fbc280c165393272c7fce2f1ecef70735b06266,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-25(4).JPG,4079565.0,fddadb00ab7dc101909d75b1c8204b9b47fab5b16a730b8bca1d5b1416c0e10f,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-25(5).JPG,4079217.0,b03965819c60cd5d26e0c0a6d6c5c304af824e8ea24a67a81ca7c2f1d975f249,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-26(6).JPG,4078710.0,1b9635e8c38565925c4e695a3dfed0d2c7b05175a66bd464c01a545ccfd3109e,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-47(7).JPG,4112677.0,fd3e8059dcaa13881a77d988e3a2c9467280ec0c17895ed14da066d3bc8333ab,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-48(10).JPG,4104553.0,e3aac3e8e5356a8bad6826d51fc4cb0869dcb2c2385c29f82ede56280a1dfce4,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-48(8).JPG,4098487.0,5be9f2b6dd9b668a22f609a021b46bf0fc80d471f9b8d8952fb8fb24a0d53159,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-48(9).JPG,4104435.0,b967bcb8caa62883de97afea5cc436e15609f12de1c9e1494e3d84213f498f6b,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-24-49(11).JPG,4103090.0,73a6de8f1274b7ca77de7fa602d91b43a751e4f740831556fd2fd6718e0fd4bd,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-25-14(1).JPG,4159042.0,bb7a0d44bd4ebdfb080fb453f97f80823c8ee5cee8ca4c8783264b2d7f17cb4c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-25-14(2).JPG,4148069.0,334537caa1de6dbf76254992ffe9ecc288e9d1094b83fb5c7c03d71a4fcc466d,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-25-15(3).JPG,4152500.0,0741259924b5ea8b19691811393ee3b7a0b1782f2a4675cf671b36b49bcf48c6,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-25-15(4).JPG,4149949.0,2fca3a09a1dd351ff6a2d5ced8a4f64e41f10d14910a42de727b009d667fbe07,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-25-16(5).JPG,4145666.0,d8b9e1268b1e511815cc0bd2a68e4692d284080b69d945f72926279ec6f20734,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-01(1).JPG,3602082.0,4978f65d2b51576675afc9b7ce2185467b39383b877faa022d7ef72aad77cd33,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-01(2).JPG,3615062.0,f4be71ab323adc441c732fa60c8a4eac4aecda3f569674b3c61f9cdac1274977,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-02(3).JPG,3599904.0,ecd422607c90debe63dedaccc4a8aae00be46a0a2e441c0c6afecf3b3414e7cb,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-02(4).JPG,3602044.0,2163047a230bc3370c6c7dcb5ad9c8b6fc7bc1c4c2714aa3e20b24c08b1fc7cd,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-03(5).JPG,3598237.0,2aa1115784a14c630ba88f92c0246b96577527c7853516fb18e9379a15ee5873,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-37(6).JPG,3666465.0,41929c01fda689d7f7852fba3762b9295d9be88bd7be1ba76db87e5187a91f5b,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-37(7).JPG,3676778.0,a35f5ce4307772e1a3bce595c0d63940f7999ca5a684b2d724f323d2ee23a27c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-37(8).JPG,3666711.0,41d9382929285a0670d871849ed2c895544f6a1406f9959f826fd27c5df2b8b9,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-38(10).JPG,3665899.0,06d7e08062a106a6aab40e4e4067bf02a145469c7d9832261ff0ae2b6464de54,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-26-38(9).JPG,3666289.0,b5ddb542c48e3cf271182f6d28b2a449ef3735de18f1d899594605f6e5550583,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-27-01(1).JPG,3727161.0,97fae81bd303e54273a8f92f3c77c4d0f6a2772b69eb91dd2582090ea88b4061,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-27-02(2).JPG,3715746.0,d449a9747a01839d0a87cd7a2b2417cc4c04adc0b2a434b9cd2dc088926e1be5,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-27-02(3).JPG,3711795.0,d177ed122a7a6f31dee16f5ab9d0ea46cba792644aa9ebd9f6bf738b1ab3c55b,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-27-02(4).JPG,3714441.0,80de0d90543eea8a7b7516a99022a146aea90c0c38ef36ae3e022819c974d773,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-04__21-27-03(5).JPG,3709836.0,f94932cbac08720638f1d22fc1db484d72a16ba45944566a880eacdd17b77e08,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-41-31(1).JPG,3063973.0,cb3c75846153439236d4c758c8bf230c57d0a6d6effec86553be236fb7f574c1,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-41-31(2).JPG,3071636.0,edfdc77bf60b7f67bd02cbc1f220ff28c14c65491ae2fd01cdaa0a507b415b83,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-41-32(3).JPG,3062322.0,c39216246d0ff585c50a35ca845595c1506c74ce689f195f7a70e03e6fe4194f,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-41-32(4).JPG,3062721.0,18c2382057c75169b36637ceac1fc1f4dd954c23cec11d6c2cae6b1ef180bf0d,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-41-33(5).JPG,3062004.0,8ae5196a787a0f7f91900374cc554305f964467a90548312ec36f24d7263e0af,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-42-20(1).JPG,3045041.0,57f80c37f166d63da6a287f953b8aa6c026611848a6bfb44f1e6a799561b019c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-42-20(2).JPG,3050910.0,e8a8ee2c8667784245b6476cf0300ce075dae193c56c4a79f8377d72f178cf72,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-42-21(3).JPG,3042956.0,068fb6bce9360a94f2b338897954e3461ce5a4d5a1c4dbcf7873eb2faf6cc999,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-42-21(4).JPG,3044565.0,e0a91b7eb1c0d3011fd233db051fbdc94b55dc4b34d1942c9ccdd7ad7b460de9,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-06__02-42-22(5).JPG,3044274.0,4aa2328e2b8391815e30b597414d22a9012fa517661349efc7bcc1484d4f0110,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-15__02-26-42(1).JPG,246462.0,eecf4274e8a4580acb5d784d6d17b6f3027c450863cdd09f62998d36ca6bee84,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-15__02-26-43(2).JPG,247210.0,6f374a567f08a3cebd8718546867a2113c9628aa3c773cbba5860bfc199a59d9,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-15__02-26-44(3).JPG,247517.0,8cac6c8314477e1fa1e676cb7f262a42daa743eac24e265785c710376200df9d,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-15__02-26-44(4).JPG,247053.0,ba34039e398da0a475be387997af497f8b249f59f5d584b9f31a6df4e3017bec,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-15__02-26-45(5).JPG,247497.0,7b17c253a7723153e52a3ae9ff539d59a92bac0250555263e4f38a8ba09784b3,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-18(1).JPG,235895.0,3525aea99a23a735b5a2ce3b1dc07bac2228dfa690c8d437667a31d902b04af0,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-19(2).JPG,236652.0,57460abacdcd41679d53cfbde9cd1845ae1ace5fb000e5ccb049d16c60f65a2a,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-20(3).JPG,237051.0,638af270a4e28099c607f6843148e4bceb02ab8b349faf7b9eee01cbabbf720c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-20(4).JPG,237149.0,6e6d9366d33c84cbdcf553f33a5d66c716a7beb8375f12aae782625904c8c4ab,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-21(5).JPG,237318.0,63af070ae9e3ece7c8d9ebe751b0db568b688b746965e2087691f8990ce2f729,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-22(6).JPG,235737.0,4e027b9450864411894a36660038f9d89bee35b2105eae6a24f613cb1558384c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-23(7).JPG,237421.0,b0d19ccd91f8929b71c30b17c72f080bfc6858a0cc6fef1ad9ae49325661adbc,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-23(8).JPG,236890.0,e2697a4f7bdd9a006d25a35702de16e5c78681e48100ea684032e2784054da88,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-24(10).JPG,237485.0,70d7299c7548228fd37b755ed4f8b83cc1681309c75ebe5e1efd9e5581385e6b,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-06-16__00-13-24(9).JPG,237171.0,b9a3a7de7b71392f05fdf04dc094a0b01819245ba0c2a208d0919b6801425520,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-41-27(15).JPG,3356350.0,60282a54792bca90b325c113b2865a4cd6f203b0e9aee6e0ef162876fc9e5964,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-41-27(16).JPG,3350387.0,6aa88b49ba86a949442fc68723e08bede3b829188677aa03cdccc3fc2afd0285,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-41-28(18).JPG,3354750.0,69ebb1f9573bd1a31f4bfb7a263147e0e682041c33e47b4eb386585f2517871c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-41-28(19).JPG,3354504.0,b0ce1e305bfd4b1453bab5ecc7899f9b7bb92633c045b5f5d715ba9aa7e1e0df,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-41-28(20).JPG,3355038.0,86599304e4077ac9f1c3b01a8802edfd1f7a66e2a19b5c7107e88c5c5a46476f,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-43-18(1).JPG,3377444.0,e095ef7558d3bdea8cf7c7de6c257be28bad3c1ac96b469b383b3111e6e1b519,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-43-19(2).JPG,3372633.0,a360e77327e8168aad8f736e77810c1ac3ec425dc9c388f58125420f46325bbc,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-43-19(3).JPG,3369639.0,b61cc1db409dfd9b68ba584ffa031e4176bfbc277f0ab80e6b1262c91a1a825a,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-43-19(4).JPG,3368074.0,dfb927c19f086acf40e31bc4781b729c9f52a99b9b229cbcb956f23c85362490,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-43-20(5).JPG,3367903.0,50a3b705a86be66265db4cde7692d3e8637018b0564b13eb0904150cc8cb9641,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-44-25(1).JPG,3352995.0,460cc8083860f2f088bf96b9d7b4ec0fb66c2980700b4fa2e3bea4ff9be41668,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-44-25(2).JPG,3356401.0,cb8aacd8d5b36028e9d6592bd017ba872f1249ee84130baf5f168bda17a10c89,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-44-25(3).JPG,3361144.0,7d121b30fa7ebaf000a8ee84585f8539e37a0000a7a8ca4b20ae9ebb580c9af8,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-44-26(4).JPG,3356316.0,b4da47df5cc9389b88ba705fe4f92e09fa2ae9adb136362e7a72e900f08d7634,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__04-44-26(5).JPG,3349865.0,9c7042d296ca76ff852159f35a3ff89dd0f040c79a2ae6a3db029e3c87683c17,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-45-02(1).JPG,4581543.0,955219a9879398bfd3b5933ebe530097f2f177003035faefd4e06cf8a02f6bff,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-45-03(2).JPG,4575541.0,348d740ed55c4b49df074fab41efc201cae10006cd2fe90e27f58d89d3c5e122,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-45-03(3).JPG,4576971.0,8fb40e07a91bee44084674b6951f39f9b216c9312c63023cf4629f27738e3e8c,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-45-03(4).JPG,4579364.0,c76320bd7faeebaf321c37578407b777b860a6408de54c0e20c900add57d2096,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-45-04(5).JPG,4581290.0,f8b3122150d39f6535c6e9f5ac34a6a247495e0126604940ff38d2c56abe311a,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-46-36(1).JPG,4623452.0,05d65f6d12d8a7b4f96cc2de23f5039be371c2ff2ed0cfd2a66742c7021ebee2,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-46-36(2).JPG,4619173.0,44034476668b126298a106dea64d87967dc1eba10366e9b76b10ea7c7b035e43,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-46-37(3).JPG,4620219.0,2c8079474c6ac146085a65d355db4edf6b9b489df855ce39e2d44e26e676d7e1,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-46-37(4).JPG,4620698.0,6bb5f54b37f4e6c984626cc5e6f7d217e4cd6e94d25913a5dc9d0026a35277c9,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-46-38(5).JPG,4618701.0,ef5c5e5649b391800724513085d0cefd6d9024b18209130dd652fbd856dc95d5,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-14__06-50-53(1).JPG,4962419.0,1d2e5d58d8b80e367cac3a6837953c7853e811988e49e31efb6826617920cb09,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-22__23-42-53(1).JPG,3359683.0,3e039ad5b4d56ce9015a68e90adc4212319b39744fc3853b6c6335452889ef9d,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-22__23-42-53(2).JPG,3356389.0,a9a7d176298628d94b5ccba9cc390618d1736bbb6214cca6263500c33fe7c4ba,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-22__23-42-53(3).JPG,3351815.0,7131a89cdd6326b258bf72f0099c4a6a3b2bf6ab59df68f8b89ab75ce4e03e43,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-22__23-42-54(4).JPG,3350884.0,db926059bbbc5a0fc5dfa9caa3fdc6bb3816b35ffde5f97308fbe80c8a64a8ac,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-22__23-42-54(5).JPG,3348001.0,3463873855a22c94bbf9ab2f200e27bd258161cb1d2f990a189b628b80f31e0f,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-27__02-20-53(1).JPG,231214.0,b0eed8d1af5edb7da6997a67c446fdc6e2fe9852002c726bd3568e650aa0fce5,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-27__02-20-53(2).JPG,231550.0,69364f1d5cf3d517a8a01c2ee7fe0d46a732847c943a3c784f6648057bf05c00,wolf
/home/linus/Documents/FIT/semester_3/project_semester/wb_hnee/mj_23_24_wolf/01_Auslesung_Dez-2023__2023-08-27__02-20-54(3).JPG,231046.0,9522050804459c4f3947ee991e93194b51f4d1327c233fc274ce66c5fa281c6f,wolf
